Year,Make,Model,Price,Price Rating,Exterior,Interior,miles,Fuel Type,Transmission,Cylinders,Drive
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$42,998",Excellent Price,Gray,Black,20532,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$28,998",Fair Price,Onyx Black Metallic,Black,14848,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC40 Core Bright Theme,"$37,900",High Price,Vapor Gray Metallic,Charcoal,3643,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$24,995",Fair Price,Crystal White Metallic,Unknown,19796,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC60 B5 Ultimate Bright Theme FWD,"$36,998",Fair Price,Gray,Black,33903,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme FWD,"$24,995",Fair Price,Gray,Unknown,19099,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme FWD,"$25,995",High Price,Onyx Black Metallic,Unknown,17294,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme FWD,"$25,995",High Price,Onyx Black Metallic,Unknown,17057,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$45,998",Fair Price,Denim Blue Metallic,White,25871,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC60 Recharge Ultimate Dark Theme,"$59,000",Fair Price,Vapour Grey Metallic,Blond,10161,Plug-In Hybrid,Automatic,,AWD
2024,Volvo,S60 Core Dark Theme FWD,"$25,995",High Price,Silver Dawn Metallic,Unknown,17837,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Plus Dark Theme AWD,"$28,998",Excellent Price,Gray,Black,21516,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B5 Core 7-Passenger AWD,"$40,998",Excellent Price,Gray,Cream,17494,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$32,900",High Price,Denim Blue Metallic,Blond,18840,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Plus Bright Theme,"$36,998",Fair Price,Crystal White Metallic,Black,12632,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$25,995",High Price,Silver Dawn Metallic,Unknown,19937,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme FWD,"$25,995",High Price,Denim Blue Metallic,Unknown,21704,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$45,900",Great Price,Onyx Black Metallic,Blond,17200,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,000",Great Price,Denim Blue Metallic,Maroon Brown,10539,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 Recharge Plus Dark Theme 7-Passenger,"$47,500",High Price,Thunder Grey Metallic,Blond,17117,Plug-In Hybrid,Automatic,,AWD
2023,Volvo,XC90 B6 Core 7-Passenger AWD,"$43,500",Great Price,Denim Blue Metallic,Maroon,18873,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$50,500",Fair Price,Platinum Grey Metallic,Blond,13137,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Core Bright Theme 7-Passenger,"$50,000",High Price,Denim Blue Metallic,Blond,8323,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$43,998",Great Price,Gray,Black,22366,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B6 Ultimate Dark Theme AWD,"$48,900",High Price,Crystal White Metallic,Charcoal,7865,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,200",Great Price,Bright Dusk Metallic,Blond,30027,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Core AWD,"$36,998",Fair Price,Silver Dawn Metallic,Black,13475,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",Great Price,Onyx Black Metallic,Maroon Brown,24619,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC60 Plus Dark Theme,"$36,500",Great Price,Thunder Grey Metallic,Charcoal,18995,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Dark Theme AWD,"$33,998",Great Price,Crystal White Metallic,Black,36840,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B5 Core 7-Passenger AWD,"$37,998",Excellent Price,Denim Blue Metallic,Tan,35873,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$45,998",Great Price,Denim Blue Metallic,Cream,26404,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$25,995",High Price,Crystal White Metallic,Unknown,21411,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC90 B5 Core 7-Passenger AWD,"$37,998",Excellent Price,Gray,Black,26230,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$25,995",High Price,Crystal White Metallic,Unknown,21102,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme FWD,"$25,995",High Price,Gray,Unknown,18044,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Plus Dark Theme FWD,"$31,998",High Price,Gray,Black,10701,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Plus Dark Theme FWD,"$36,500",High Price,Crystal White Metallic,Blond,7779,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme FWD,"$25,995",High Price,Silver Dawn Metallic,Unknown,19952,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme FWD,"$25,995",High Price,Gray,Unknown,20656,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Plus Dark Theme AWD,"$30,499",Excellent Price,Denim Blue Metallic,Black,1473,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$25,995",High Price,Denim Blue Metallic,Unknown,15044,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme FWD,"$27,999",Fair Price,Crystal White Metallic,Unknown,22867,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC40 Core Bright Theme,"$31,500",High Price,Crystal White Metallic,Gray Melange,26086,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Plus Bright Theme,"$35,500",Fair Price,Vapor Grey Metallic,Charcoal,12180,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Bright Theme AWD,"$38,700",High Price,Crystal White Metallic,Blond,22334,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$29,998",Excellent Price,Denim Blue Metallic,Black,13627,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC40 B4 Core FWD,"$30,998",High Price,Silver Dawn Metallic,Black,15830,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$42,998",Excellent Price,Gray,Black,20532,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$28,999",High Price,Thunder Grey Metallic,Unknown,17844,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC40 Core Bright Theme,"$31,900",High Price,Crystal White Metallic,Charcoal,19058,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$28,999",High Price,Onyx Black Metallic,Unknown,18459,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC60 Recharge Polestar,"$63,500",Fair Price,Crystal White Metallic,Charcoal,6507,Plug-In Hybrid,Automatic,,AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$28,998",Excellent Price,Gray,Black,21516,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B5 Core 7-Passenger AWD,"$40,998",Excellent Price,Gray,Cream,17494,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$28,699",High Price,Onyx Black Metallic,Unknown,16177,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC60 B5 Plus Dark Theme AWD,"$37,500",High Price,Crystal White Metallic,Blond,30974,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Plus Bright Theme,"$37,998",High Price,Crystal White Metallic,Tan,18956,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$33,900",High Price,Denim Blue Metallic,Blond,17854,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,000",Fair Price,Platinum Grey Metallic,Blond,16780,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Ultimate Bright Theme 7-Passenger,"$56,000",High Price,Onyx Black Metallic,Charcoal,29365,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$43,998",Great Price,Gray,Black,22366,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",Great Price,Onyx Black Metallic,Maroon Brown,24619,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Recharge Ultimate Bright Theme 7-Passenger,"$65,000",High Price,Vapour Grey Metallic,Charcoal,30831,Plug-In Hybrid,Automatic,,AWD
2023,Volvo,XC40 B5 Plus Dark Theme AWD,"$35,500",High Price,Onyx Black Metallic,Blond,16303,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$30,499",Excellent Price,Denim Blue Metallic,Black,1473,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Ultimate 6-Passenger AWD,"$56,900",High Price,Onyx Black Metallic,Charcoal,14681,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Dark Theme AWD,"$33,998",Great Price,Crystal White Metallic,Black,36840,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$45,998",Great Price,Denim Blue Metallic,Cream,26404,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Dark Theme AWD,"$39,998",High Price,Black Stone,Black,11411,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B5 Core 7-Passenger AWD,"$37,998",Excellent Price,Denim Blue Metallic,Tan,35873,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC60 Core Dark Theme,"$40,998",High Price,Denim Blue Metallic,Black,13758,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B5 Core 7-Passenger AWD,"$37,998",Excellent Price,Gray,Black,26230,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme FWD,"$31,998",Fair Price,Onyx Black Metallic,Black,7962,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC90 B5 Plus 7-Passenger AWD,"$42,998",Great Price,Silver Dawn Metallic,Black,23157,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme AWD,"$34,000",High Price,Denim Blue Metallic,Blond,7840,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC40 B5 Plus Dark Theme AWD,"$35,500",High Price,Crystal White Metallic,Blond,17988,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC40 Recharge Plus,"$28,189",Excellent Price,Onyx Black Metallic,Charcoal,21512,Electric,Automatic,"L - Electric, L - Electric",AWD
2023,Volvo,V60 Cross Country Plus,"$36,500",High Price,Onyx Black Metallic,Charcoal,45366,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC60 Recharge Plus Dark Theme,"$47,998",High Price,Gray,Gray,35823,Plug-In Hybrid,Automatic,,AWD
2024,Volvo,S60 Core Dark Theme AWD,"$25,315",Excellent Price,Crystal White Metallic,Unknown,19011,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",Fair Price,Gray,Black,12556,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Core FWD,"$32,920",High Price,Onyx Black Metallic,Black,29958,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$42,998",Excellent Price,Onyx Black Metallic,Black,27873,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B5 Core 7-Passenger AWD,"$39,998",Excellent Price,Silver Dawn Metallic,Black,13793,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$29,998",Great Price,Denim Blue Metallic,Black,17130,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$30,998",Fair Price,Crystal White Metallic,Black,15801,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Dark Theme AWD,"$39,500",High Price,Thunder Grey Metallic,Maroon,18786,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",Excellent Price,Onyx Black Metallic,Black,9607,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme FWD,"$28,998",Great Price,Silver Dawn Metallic,Gray,12291,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC60 B5 Plus Bright Theme AWD,"$35,998",Fair Price,Denim Blue Metallic,Black,30978,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$30,998",Great Price,Gray,Black,13250,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$27,998",Great Price,Gray,Black,14923,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2025,Volvo,XC40 Ultra Bright Theme,"$43,998",Great Price,Crystal White Pearl,Cream,1888,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",Fair Price,Crystal White Metallic,Black,20045,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$31,998",Great Price,Denim Blue Metallic,Black,9390,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$26,998",Great Price,Crystal White Metallic,Gray,29055,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Plus Dark Theme FWD,"$28,998",Great Price,Denim Blue Metallic,Black,13861,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$41,986",Great Price,Platinum Grey Metallic,Charcoal,24434,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$30,998",Great Price,Denim Blue Metallic,Black,11745,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme FWD,"$29,998",Great Price,Denim Blue Metallic,Black,12032,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC90 B6 Ultimate 6-Passenger AWD,"$60,000",High Price,Crystal White Metallic,Blond,9825,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Plus 7-Passenger AWD,"$46,998",Fair Price,Onyx Black Metallic,Black,22170,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Bright Theme AWD,"$38,700",High Price,Crystal White Metallic,Blond,22334,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$28,463",High Price,Gray,Black,12772,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Plus Dark Theme FWD,"$29,998",Great Price,Gray,Gray,12899,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme AWD,"$30,998",Great Price,Denim Blue Metallic,Black,9743,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Plus Bright Theme,"$35,998",High Price,Onyx Black Metallic,Black,16571,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Plus Bright Theme,"$35,998",Great Price,Gray,Black,9539,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$26,480",Great Price,Crystal White Metallic,Charcoal,16649,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",Great Price,Denim Blue Metallic,Black,25537,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Core Bright Theme,"$31,900",High Price,Crystal White Metallic,Charcoal,19058,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Bright Theme AWD,"$32,998",Great Price,Black Stone,Black,50655,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$48,998",High Price,Gray,Black,13361,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B5 Core 7-Passenger AWD,"$37,998",Excellent Price,Silver Dawn Metallic,Black,29351,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Ultimate 7-Passenger AWD,"$43,657",Great Price,Platinum Grey Metallic,Slate,43865,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Ultimate 7-Passenger AWD,"$49,999",Great Price,Crystal White Metallic,Blond,11694,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme AWD,"$31,998",Great Price,Onyx Black Metallic,Black,11209,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B5 Core 7-Passenger AWD,"$40,998",Excellent Price,Crystal White Metallic,Black,14109,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$28,699",High Price,Onyx Black Metallic,Unknown,16177,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",Great Price,Brown,Black,11554,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Dark Theme AWD,"$37,500",High Price,Crystal White Metallic,Blond,30974,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",Fair Price,Crystal White Metallic,Black,12547,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC40 Recharge Plus,"$28,189",Excellent Price,Onyx Black Metallic,Charcoal,21512,Electric,Automatic,"L - Electric, L - Electric",AWD
2024,Volvo,S60 Plus Dark Theme FWD,"$28,998",Fair Price,Gray,Black,24136,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Plus Dark Theme AWD,"$33,900",High Price,Denim Blue Metallic,Blond,17854,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",Excellent Price,Onyx Black Metallic,Black,9607,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",High Price,Onyx Black Metallic,Black,26205,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Ultimate Bright Theme 7-Passenger,"$56,000",High Price,Onyx Black Metallic,Charcoal,29365,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,"$27,998",Fair Price,Gray,Black,14019,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",Fair Price,Denim Blue Metallic,Black,16144,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme AWD,"$34,000",High Price,Denim Blue Metallic,Blond,7840,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Recharge Ultimate Bright Theme 7-Passenger,"$65,000",High Price,Vapour Grey Metallic,Charcoal,30831,Plug-In Hybrid,Automatic,,AWD
2023,Volvo,XC40 B5 Plus Dark Theme AWD,"$35,500",High Price,Crystal White Metallic,Blond,17988,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Core FWD,"$32,920",High Price,Onyx Black Metallic,Black,29958,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC40 B5 Plus Dark Theme AWD,"$35,500",High Price,Onyx Black Metallic,Blond,16303,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B6 Ultimate 6-Passenger AWD,"$56,900",High Price,Onyx Black Metallic,Charcoal,14681,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,V60 Cross Country Plus,"$36,500",High Price,Onyx Black Metallic,Charcoal,45366,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Bright Theme AWD,"$36,995",Fair Price,Crystal White Metallic,Blond,15360,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",Fair Price,Gray,Black,26716,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
